"""Bungaku Shoujo""","From Yen Press:For Tohko Amano, a third-year high-school student and self-styled “book girl,” being the head of the literary club is more than just an extracurricular activity. It’s her bread and butter…literally! Tohko is actually a literature-gobbling demon, who can be found at all hours of the day munching on torn-out pages from all kinds of books. But for Tohko, the real delicacies are hand-written stories. To satisfy her gourmet tastes, she’s employed (rather, browbeaten) one Konoha Inoue, who scribbles away each day after school to satisfy Tohko’s appetite. But when another student comes knocking on the literary club door for advice on writing love letters, will Tohko discover a new kind of delicacy?Main story:1. Book Girl and the Suicidal Mime2. Book Girl and the Famished Spirit3. Book Girl and the Captive Fool4. Book Girl and the Corrupted Angel5. Book Girl and the Wayfarer's Lamentation6. Book Girl and the Undine Who Bore a Moonflower7-8 Book Girl and the Scribe Who Faced GodShort stories:1-4. Bungaku Shoujo to Koisuru Souwashuu (Episode)Gaiden:1. Bungaku Shoujo Minarai no, Hatsukoi2. Bungaku Shoujo Minarai no, Shoushin3. Bungaku Shoujo Minarai no, SotsugyouLast Volume:Hanjuku Sakka to Bungaku Shoujo na Henshuusha (Muse)Note: Won Kadokawa Shoten's 2007 light novel award for light novels under the mystery category.",[],2006,"[{'title': '""Bungaku Shoujo"" to Shi ni Tagari no Douke', 'type': 'Manga', 'relation': 'Spin-Off'}, {'title': '""Bungaku Shoujo"" to Koisuru Shijin', 'type': 'Manga', 'relation': 'Spin-Off'}, {'title': '""Bungaku Shoujo"" to Oishii Hanashi', 'type': 'Manga', 'relation': 'Spin-Off'}, {'title': '""Bungaku Shoujo"" to Ue Kawaku Yuurei', 'type': 'Manga', 'relation': 'Spin-Off'}]","[{'title': '""Bungaku Shoujo""', 'language': 'en'}, {'title': '""Bungaku Shoujo"" to Shi ni Tagari no Douke', 'language': 'sw'}, {'title': '""文學少女""と死にたがりの道化', 'language': 'ja'}, {'title': 'Book Girl', 'language': 'tr'}, {'title': 'Bungaku Shoujo', 'language': 'id'}, {'title': 'Cô gái văn chương', 'language': 'vi'}, {'title': 'Kitap Kız', 'language': 'tr'}, {'title': 'Literature Girl', 'language': 'ro'}, {'title': '文学少女', 'language': 'ko'}, {'title': '文學少女', 'language': 'ko'}]","{'volume': 1, 'status': 'Finale; Complete'}",https://cdn.mangaupdates.com/image/i122812.png,['TAKEOKA Miho'],['Nomura Mizuki'],"[{'publisher': 'Enterbrain', 'label': 'Famitsu Bunko'}]",[],"['Drama', 'Mystery', 'Romance', 'School Life', 'Shounen']",[]
10 nen goshi no HikiNEET o Yamete Gaishutsushitara Jitaku goto Isekai ni Ten'ishiteta,"Houjou Yuuji, 30 years old, jobless, hikkomori for 10 years. Using his parents’ death as the impetus, he decides to rid himself of his hikkomori life and leaves the house. What awaited him, however, was a different world that he was not used to, creatures strutting about that he didn’t recognize.This is the story of a man transported to the another world, as he lives in relative peace with his beloved dog Kotarou – his house, with electricity, water, gas, and the internet somehow still connected.One day while exploring the forest near his house he finds a girl named Alice, and becomes her guardian. Thus, 4 years after he is transported to this world, Yuuji resolves to venture into his first town.",[],2015,[],"[{'title': ""10 nen goshi no HikiNEET o Yamete Gaishutsushitara Jitaku goto Isekai ni Ten'ishiteta"", 'language': 'en'}, {'title': '10年ごしの引きニートを辞めて外出したら自宅ごと異世界に転移してた', 'language': 'ja'}, {'title': 'When I Was Going Out From My House to Stop Become a Hiki-NEET After 10 Years I Was Transported to Another World', 'language': 'en'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i243763.jpg,['Benio'],['BANDOU Tarou'],"[{'publisher': 'Overlap', 'label': ''}, {'publisher': 'Syosetu', 'label': ''}]",[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Seinen', 'Slice of Life']",[]
1000 nin no Homunkurusu no Shoujo tachi ni Kakomarete Isekai Kenkoku,"Dragged by the ritual for the revival of the evil god of a different world, an ordinary senior high school student Furutera Isshi meets 1000 Homunculus girls that were created for the sake of sacrifice. Hearing about the horrible treatment of them being just tools for the humans, he decided to found a nation for Homonculi.",[],2015,[],"[{'title': '1000 nin no Homunkurusu no Shoujo tachi ni Kakomarete Isekai Kenkoku', 'language': 'en'}, {'title': '1000-nin no Homunculus no Shoujo-tachi ni Kakomarete Isekai Kenkoku', 'language': 'fi'}, {'title': '1000人のホムンクルスの少女たちに囲まれて異世界建国', 'language': 'ja'}, {'title': 'Founding a nation in the different world for the sake protecting 1000 Homunculus girls', 'language': 'en'}]","{'volume': 0, 'status': ''}",,[],['HATSUEDA Renge'],"[{'publisher': 'Syosetu', 'label': ''}]",[],"['Adventure', 'Fantasy', 'Harem']",[]
143 Kaoru's Cake House,"Jasmine lives with her mother after the death of her father. They move to a new place to start life afresh and to their surprise, a bright new life indeed awaits them. Jasmine spends her day surrounded by the flowers in her mom's shop and enjoying the delicious cakes from Kaoru's Cake House. Life becomes more meaningful when loneliness is replaced with friendship and love! But not all love have a perfect ending, some may end up a tragedy. What will happen to Jasmine’s love? Anything is possible in Kaoru's Cake House...",[],2007,[],"[{'title': ""143 Kaoru's Cake House"", 'language': 'en'}, {'title': 'Siri Maskeret Cinta: 143', 'language': 'id'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i124511.jpg,['KAORU'],['Anour Fakhrul'],"[{'publisher': 'Gala Unggul Resources Sdn Bhd', 'label': ''}]",[],"['Comedy', 'Romance', 'Shoujo']",[]
내 머릿속에 2000년 마법 역사,"Minhyeok Kang is the eldest son of Korea's legendary family of swordsmen, Suhomun. But after he is unable to save his companions from being killed by A-class monsters, he shocks his family by giving up swordsmanship and switching to the non-mainstream field of magic. Leaving behind Suhomun to enroll in the Hunter Academy, Minhyeok suddenly becomes infused with Klinsmann, a fourteen-year-old boy attending a prestigious magic school in a parallel universe 2000 years ago. Once despised by his family and ignored by his classmates, Minhyeok harnesses Klinsmann's advanced knowledge to become a magical genius―and sets out to save the world from certain destruction.Original Novel:KakaoPage, Naver Series,  Ridibooks, MunpiaOfficial English Translation",[],2019,[],"[{'title': '2000 Years of Magic History in My Head', 'language': 'en'}, {'title': '내 머릿속에 2000년 마법 역사', 'language': 'ko'}]","{'volume': 9, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i433217.jpg,[],['San Cheon'],"[{'publisher': 'JC Media', 'label': ''}]",[],"['Action', 'Adventure', 'Fantasy', 'Shounen']",[]
21st Century Archmage,"From Japtem:While on a school field trip in the Czech Republic, Kang Hyuk happens to stumble into a shop called ""Archmage."" To his disbelief, the shop is actually owned by an archmage... from another world! Forced to become the Archmage's disciple, thus begins Kang Hyuk's journey.",[],,[],"[{'title': '21st Century Archmage', 'language': 'en'}, {'title': '21세기대마법사', 'language': 'ko'}, {'title': 'Archmage', 'language': 'de'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i221455.png,[],['KIM Gwang-su'],[],[],"['Ecchi', 'Fantasy']",[]
29-Years-Old Bachelor Was... Brought to a Different World to Live Freely,"From the first day I got forced to a girl and caught in marriage, In the tenth day or so, the country begins to glare at me and my life will not go well.I will continue to live without losing. to such a difficulties (?)",[],2013,"[{'title': '29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.', 'type': 'Manga', 'relation': 'Alternate Story'}]","[{'title': '29-Years-Old Bachelor Was... Brought to a Different World to Live Freely', 'language': 'en'}, {'title': '29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.', 'language': 'sw'}, {'title': '29歳独身は異世界で自由に生きた......かった。', 'language': 'ja'}, {'title': 'A 29 years old guy living single, transported to a new world to live freely... at least he wanted to.', 'language': 'en'}]","{'volume': 10, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i290375.png,['KUWASHIMA Rein'],['Ryuto'],"[{'publisher': 'Kadokawa', 'label': ''}, {'publisher': 'Syosetu', 'label': ''}]",[],"['Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",[]
39 - Wuming Qishi,"I am a holy knight. To be precise, I am the Church of the God of Light’s Sun Knight…in training.The Church of the God of Light worships and serves the God of Light, and theirs is one of the three largest religions on this continent.As the whole continent knows, the Church of the God of Light has the Twelve Holy Knights, and each one has his own unique personality and features.To be the Sun Knight is to have shining golden hair, sky blue eyes, a compassionate nature, and a brilliant smile.…even the Sun Knight-in-training is no exception.The 38th generation of the Twelve Holy Knights have completed their term of office, yet the time for the 39th generation to take over is still far in the indefinite future.The Judgment Knight is brash and easily angered; the Storm Knight and the Leaf Knight are always fighting nonstop, day and night.Since childhood, the Sun Knight-in-training has watched the others grow from kids into adolescents.What must he do in order to become comrades, who will fight through thick and thin for each other, with this group of “younger brothers”?“Benevolent God of Light, may I ask when I will complete my training that has taken more than ten years?”",[],,"[{'title': 'Wuming Qishi', 'type': 'Novel', 'relation': 'Prequel'}]","[{'title': '39 - Wuming Qishi', 'language': 'en'}, {'title': '39 - Legend of the Sun Knight', 'language': 'en'}]","{'volume': 1, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i241377.png,['Ya Sha'],['Yu Wo'],[],[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Supernatural']",[]
3 Minutes Boy Meets Girl,,[],,[],[],"{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i208550.jpg,['Won'],['TAGUCHI Sennendou'],[],[],['Shounen'],[]
3-Z Class's Ginpachi-sensei,"A sloppily worn lab coat, lifeless eyes just like a dead fish's. He's the most un-teacher-like high school teacher, Sakata Ginpachi. The class he's in charge of, 3Z, is filled with 'intensive' students who have created a horrifying amusement park.","[{'publisher': 'Shueisha', 'label': 'Jump SQ'}]",2006,"[{'title': 'Gintama', 'type': 'Manga', 'relation': 'Adapted From'}]","[{'title': ""3-Z Class's Ginpachi-sensei"", 'language': 'en'}, {'title': '3-ий Z класс Гинпати-сенсея', 'language': 'ru'}, {'title': '3年Z組銀八先生', 'language': 'zh-tw'}, {'title': 'Gintama Class 3-Z Ginpachi-sensei', 'language': 'it'}, {'title': '銀魂\u30003年Z組銀八先生', 'language': 'ko'}]","{'volume': 7, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i126836.jpg,['SORACHI Hideaki'],['OOSAKI Tomohito'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Jump SQ'}]","['Comedy', 'School Life', 'Shounen']",[]
"66,666 Years: Advent of the Dark Mage","Diablo Volpir, a powerful dark magewho was sealed away by the twelve gods, finally emerges from his slumber after 66,666 years—only to find himself in the body of a newborn child. Now Jamie Welton, the beloved eldest son of Earl Argheno Welton, he vows to regain his power and take revenge on the gods. Thanks to Diablo's knowledge, Jamie shows great talent for magic and the incredible potential to become the first rank-9 mage the world has ever seen. As Jamie continues to develop physically, mentally, and magically, he uncovers mysteries and truths that were deliberately hidden from mankind while he was imprisoned in the void. With a political rift emerging between the gods and the appearance of powerful new enemies threatening his life, Jamie must not only regain the past powers of Diablo Volpir—he must surpass them to ensure his survival.Original Novel:Naver Series, Yonder (English)","[{'publisher': 'Naver', 'label': 'Naver Series'}]",2020,"[{'title': '66,666 Years: Advent of the Dark Mage', 'type': 'Manga', 'relation': 'Spin-Off'}]","[{'title': '66,666 Years: Advent of the Dark Mage', 'language': 'en'}, {'title': '66.666 Jahre: Die Rückkehr des schwarzen Magiers', 'language': 'de'}, {'title': '66666年ぶりに転生した黒魔術師', 'language': 'ja'}, {'title': '66666年后复活的黑魔法师', 'language': 'zh-cn'}, {'title': '66666年後轉生的黑魔法師', 'language': 'zh-tw'}, {'title': '66666년 만에 환생한 흑마법사', 'language': 'ko'}, {'title': 'A Black Wizard Reincarnated in 66666 Years', 'language': 'en'}, {'title': 'A Warlock Reincarnated After 66666 Years', 'language': 'en'}, {'title': 'Reincarnated Into a Warlock 66,666 Years Later', 'language': 'en'}, {'title': 'The Black Mage Transmigrates After 66666 Years', 'language': 'en'}, {'title': 'The Dark Magician Transmigrates After 66666 Years', 'language': 'en'}, {'title': 'จอมเวทเกิดใหม่ในรอบ 66666 ปี', 'language': 'th'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i432928.jpg,[],['Hwabong'],"[{'publisher': 'J&C Media', 'label': ''}, {'publisher': 'Naver', 'label': ''}]","[{'publisher': 'Naver', 'label': 'Naver Series'}]","['Action', 'Drama', 'Fantasy', 'Seinen']",[]
